CSC,UPC
460674,8500002074
460676,8500002379
460677,8500002610
463200,8364887711
463202,6577600007
463233,9905500201
463285,8468700119
463290,8468700106
463350,8308550250
463375,8308530096
464000,464000
464230,9865284001
464450,8689108318
464475,464475
464500,464500
464507,464507
464525,464525
464550,464550
464685,8289678040
464700,8289670013
467812,5293510043
467814,5293510050
468070,468070
468086,468086
468200,8308529092
468820,8072000061
468840,8072200004
468843,468843
468858,8072000063
469432,8500000484
469465,8500000947
469652,8500000985
469662,8500001716
470127,8500000501
470200,5226000400
470240,5644200535
470250,5228200280
474526,474526
474535,474535
474582,8787284931
474985,8775400045
475024,8383702000
475031,8143403130
475041,8143403143
475043,8678833333
475048,8130800443
476426,5603600105
476484,8858600785
476492,476492
476493,476493
476530,476530
476576,8224292343
477470,477470
477510,8912128812
480062,480062
480100,480100
480314,8500021835
480318,8500001838
480320,8500001802
480390,5789171028
480742,9875600147
480744,9875600157
481380,8105499707
481430,8428769462
482000,482000
482600,8474500001
482610,8474500006
482620,8520010225
482705,8597603406
483202,483202
483204,483204
486956,8678549418
487010,8590401550
487650,8601250083
487652,8601250084
489202,8500002461
489292,8372287003
489388,8500001227
490357,8308570214
490360,8372293013
490372,9141100112
490394,490394
490603,8175380183
490618,8601400074
490636,490636
490638,8601400075
490674,8858600025
490692,490692
495810,495810
496272,8333020020
496300,496300
496600,8771220212
496602,8771220223
496840,5784610096
496974,8500002644
497364,5988900600
497368,5988900630
497907,9589334263
497948,497948
498005,8600305184
498012,8308522026
498015,8600300160
498027,8600306191
498033,8600300042
498040,8600309193
499257,8500001222
499258,8500001223
499278,8500001471
499405,8689102892
499470,9865290000
499476,9875600111
499900,8771230271
499915,5803100602
500105,500105
500124,5386800605
500200,500200
500205,500205
500208,500208
500210,500210
500212,500212
500920,500920
501910,8105499593
507610,8841787047
507758,507758
507905,8841578055
507951,8841578030
507975,507975
507978,507978
507990,8453000017
507996,507996
508100,508100
508105,508105
508110,508110
508115,508115
508165,8678800090
508220,6961150038
508233,8869202002
508859,8858600211
510370,8981909995
513500,8520010024
513505,8520010054
513711,513711
515776,9450908502
515798,515798
515805,9460000124
515820,515820
515856,9875600105
515867,8289600145
515873,8224228046
515885,8500001142
515890,8500001141
515893,8500001300
515901,9450900880
515905,9450908861
515912,8600325700
515930,8711090078
517020,86003278801
517031,8289670039
517105,517105
517117,517117
517300,517300
517310,517310
518328,8823200315
518818,8500002342
519880,5784600328
519893,519893
520085,8963642000
520100,8963646000
521900,8985401090
521957,5667100201
521986,8072092143
522236,8474500300
523110,523110
544134,8538686321
544637,544637
545264,9450900058
545270,9450900710
546436,8981976009
546575,8981907296
547109,8130800144
547122,8143400030
547123,8143400004
547127,8210073835
547291,8088749401
547295,8088749392
547320,8088749394
547428,8289606262
547930,8981908394
547970,8981900335
548200,8981902850
552607,552607
552810,5644200559
552845,8981954002
552925,8190863107
554730,8981905509
554800,554800
555458,555458
555630,555630
556540,8130800332
557041,9865284000
557115,8858640386
557135,8858649895
557140,8858642186
558495,8190864037
558500,8962712950
558773,558773
558774,558774
562470,8364800015
562490,6577600005
562496,562496
562778,8468700744
562780,8858600020
562804,8308531058
562812,8308530038
563300,8503020030
563755,563755
564370,564370
564400,564400
564500,8289678041
564680,8289600011
564834,
565190,8291500105
565201,8130805204
565210,8130836497
567415,567415
567450,567450
568100,8072000001
568105,8072000062
568760,8500000617
568832,8500000478
569121,8500001520
569402,8500005060
570690,8312054034
571060,8500005870
572375,572375
572730,8163328842
572735,8163338832
572750,8163338722
573010,9991100020
573215,7582942506
573403,573403
579279,8105400502
579682,579682
579685,8985000038
579689,8898500011
579693,8898500048
579750,8444420019
579770,579770
579772,579772
579978,8158404767
580125,8158401308
580360,580360
580580,580580
580790,8675930120
580802,580802
580835,580835
580840,580840
581325,8158401311
588634,9988071782
588637,9998871393
588640,9998807105
588642,9998807189
588645,9998807115
588713,588713
588715,588715
588732,9801200232
588755,8981906008
588774,8981906015
588800,588800
588830,588830
588840,588840
589370,8500001228
589988,8678549415
590136,8601240083
590145,8601240074
604152,604152
604320,604320
606260,8600300209
606290,8600387188
606293,8600387388
606450,8600346192
606472,8600300269
606476,8600336193
606482,8600378036
606565,8600335186
607140,8600300164
607145,8600300165
607150,8600386186
607160,8600386386
607465,8600345186
607900,8751291325
607906,607906
617530,8841788027
617540,8105418440
617541,617541
617558,617558
617570,617570
617585,617585
617590,8869202004
617600,6961120028
617614,6961100029
617830,7719000140
622753,622753
622755,8858699948
622900,622900
622910,622910
623650,623650
623675,623675
624252,8853400214
630803,8520000057
630810,8520010026
630815,8520000056
630845,8941925808
630948,6626292651
630952,630952
631069,631069
631070,631070
632791,8601280201
632792,632792
632793,8500001956
632794,8500001752
632811,9875600104
632813,632813
632827,8210071451
632850,8500001143
632853,9450900876
635021,8289671027
635355,635355
635765,635765
636600,8963624010
638085,8500001812
639027,8500001167
639620,639620
639948,639948
639950,7133823367
641000,8012028196
641050,8500002154
641562,8130800480
642100,642100
642105,642105
642106,8500002587
642108,8500002647
642110,8500002045
656932,8500000784
656940,8500000709
657015,8500000182
658896,8483754663
659967,8858601253
659971,8858601110
662536,662536
664500,8500026809
665750,665750
667460,8600325105
670200,946000006
674000,8500000125
674030,8500000692
674340,9865290007
676046,8600382064
676050,8600384185
680060,6961100020
705062,705062
705122,705122
705123,705123
705672,8175382570
707200,8860100300
707305,8860100500
707325,707325
708710,708710
709105,8175383315
709110,8175380238
709306,9274307346
709600,8487880000
710590,8811055605
710701,8811255755
710705,8811055407
710806,8811255105
710910,8811055125
720455,720455
720470,9870930160
721006,8500002250
721780,8000872001015
723700,723700
723726,8974476500
724545,8130800060
724650,8130800373
725450,725450
725510,8130800132
727225,727225
727450,9813700036
727510,727510
727550,8832070007
728310,8016441150756
728740,8470401069
728795,8500001773
741400,8570000743
741677,8500016046
741690,741690
744200,8380404315
744205,8380404721
744400,8380404723
744403,8380404316
744640,8380404716
745405,8515500001
745620,8858660024
745626,8858600018
747100,747100
748090,748090
748100,748100
750175,750175
750780,750780
751050,8470409197
769005,8500001759
769008,8500001965
769011,8500002177
769555,8515500003
769601,8515500008
769925,8380404719
770380,770380
770450,8469250574
770478,8469251054
770790,8858600727
771052,771052
771151,771151
771152,771152
771153,771153
771154,771154
772649,772649
773584,773584
809630,8500000730
810566,8500027073
812000,8439125382
814575,8500000768
814578,8500000124
816170,816170
816172,816172
816302,8520000182
816305,8520000186
816307,8520000183
816308,8520000184
817620,85000002728
817621,8500000407
817631,8500000408
840047,8500001216
840523,840523
882300,882300
900058,900058
900074,900074
900114,900114
900115,900115
900116,900116
900120,900120
900125,900125
900126,900126
900127,900127
900128,900128
900129,900129
900131,900131
900135,900135
900136,900136
900137,900137
900139,900139
900145,900145
900312,900312
900318,900318
900321,900321
900322,900322
900323,900323
900324,900324
900325,900325
900334,900334
900338,900338
900341,900341
900342,
900344,900344
900345,900345
900358,900358
900361,900361
900366,900366
900368,900368
900550,900550
900551,900551
900553,900553
900555,900555
900559,900559
900560,900560
900561,900561
900562,900562
900563,900563
900565,900565
900566,900566
900567,900567
900571,900571
900572,900572
900574,900574
900575,900575
900577,900577
900706,900706
900772,900772
900773,900773
900801,900801
900802,900802
900814,900814
900818,900818
900819,900819
900820,900820
900821,900821
900826,900826
900838,900838
900858,900858
900860,900860
900861,900861
900865,900865
900866,9450440410
900983,900983
900986,900986
900987,900987
900999,900999
901000,901000
901004,901004
901007,901007
901008,901008
901009,901009
901010,901010
901027,901027
901028,901028
901035,901035
901150,901150
901163,901163
901186,901186
901202,901202
901530,901530
901535,901535
901537,901537
901539,901539
901540,901540
901544,901544
901553,901553
901554,901554
901555,901555
901559,901559
901560,901560
901565,901565
901573,901573
901574,901574
901576,901576
901579,901579
901585,901585
901713,901713
901714,901714
901717,901717
901720,901720
901721,901721
901722,901722
901725,901725
901737,901737
901741,901741
901742,901742
901762,901762
901765,901765
901768,901768
901771,901771
901774,901774
901813,901813
901814,901814
901909,901909
901910,901910
901911,901911
901912,901912
901913,901913
901915,9933200401
901933,901933
901934,901934
901935,901935
901936,901936
901937,901937
901938,901938
901945,901945
901946,901946
901948,901948
901949,901949
901950,901950
902059,902059
902065,902065
902066,902066
902075,902075
902103,902103
902104,902104
902130,902130
902132,902132
902133,902133
902135,902135
902138,902138
902147,902147
902148,902148
902166,902166
902176,902176
902177,902177
902227,902227
902415,902415
902417,902417
902418,902418
902420,902420
902421,902421
902422,902422
902436,902436
902438,902438
902468,902468
902469,902469
902470,902470
902482,902482
902483,902483
902499,902499
902505,902505
902518,902518
902520,902520
902718,902718
902723,902723
902729,902729
902736,902736
902746,902746
902748,902748
902754,902754
902767,902767
902773,902773
902777,902777
902782,902782
902785,902785
902791,902791
902793,902793
902801,902801
902806,902806
902814,902814
902949,902949
902950,902950
902957,902957
902965,902965
902966,902966
902967,902967
902972,902972
902977,902977
902979,902979
902980,902980
